ITEM_20150317_000001	空_头盔 
ITEM_20150317_000499	'忏悔之锤' 的名称在祭祀间广为知晓. 
ITEM_20150317_000500	小锤 
ITEM_20150317_000501	经验丰富的祭司们用锤头的装饰物攻击敌人. 
ITEM_20150317_000502	Goedendag 
ITEM_20150317_000503	如果你见识过牧师使用这把武器,你就不会说他们不足以披荆斩棘. 
ITEM_20150317_000504	战争之锤(Warpick) 
ITEM_20150317_000505	你说钝器不能穿透护甲？那你就错了. 
ITEM_20150317_000506	大锤 
ITEM_20150317_000507	只有不断训练的躯体才能适应这把武器的重量. 
ITEM_20150317_000508	战斗之锤(Battle) 
ITEM_20150317_000509	自从野兽的出现,许多锤子进行了改进. 
ITEM_20150317_000510	粗糙的 Goedendag 
ITEM_20150317_000511	粗糙的 战争之锤(Warpick) 
ITEM_20150317_000512	军用棒槌 
ITEM_20150317_000513	尽管是官方的牧师用武器,但探险者们很少使用它们. 
ITEM_20150317_000514	市长的铁槌 
ITEM_20150317_000515	这把武器更像是一把工具. 
ITEM_20150317_000516	粗糙的 小锤 
ITEM_20150317_000517	恰坎(Chakan) 
ITEM_20150317_000518	初衷是把多个钝器打造成一把重武器. 
ITEM_20150317_000519	重型的 木锤 
ITEM_20150317_000520	铁锤 
ITEM_20150317_000521	重型的 铁锤 
ITEM_20150317_000522	锤 
ITEM_20150317_000523	重型的 晨星 
ITEM_20150317_000524	重型的 大锤 
ITEM_20150317_000525	重型的 Goedendag 
ITEM_20150317_000526	笨重的 小锤 
ITEM_20150317_000527	笨重的 战斗之锤 
ITEM_20150317_000528	笨重的 大锤 
ITEM_20150317_000529	笨重的 晨星 
ITEM_20150317_000530	笨重的 Goedendag 
ITEM_20150317_000531	战斗之锤 
ITEM_20150317_000532	费迪南之槌(Fedimian) 
ITEM_20150317_000533	符文之锤 
ITEM_20150317_000534	钉锤 
ITEM_20150317_000535	Stirus 铁锤 
ITEM_20150317_000536	战争 铁锤 
ITEM_20150317_000537	熔渣 铁锤 
ITEM_20150317_000538	五指 铁锤 
ITEM_20150317_000539	如果你以前感觉听说过,那肯定是你的臆想.这把铁锤是精确数学设计的. 
ITEM_20150317_000540	钉刺 锤 
ITEM_20150317_000541	单手钝器 [重击] 
ITEM_20150317_000542	钝器类武器通常造成冲击(粉碎)类伤害,但也有一些例外. 
ITEM_20150317_000543	盾牌 碎裂者 
ITEM_20150317_000544	这种武器的重击目标是粉碎对方的盔甲和盾牌.你可以自己试试. 
ITEM_20150317_000545	颅骨 破碎者 
ITEM_20150317_000546	虽然很罕见,但牧师们可以破例发誓保护生命. 当面对手持这种武器的神职者时,你必须非常虔诚. 
ITEM_20150317_000547	Cheminis 棒槌 
ITEM_20150317_000548	她是炼金术师制作的最弱武器. 脆弱的铁锤,一无是处.. 
ITEM_20150317_000549	Maulos 锤 
ITEM_20150317_000550	帝国建立时设计的老款武器,现在很难获得它. 
ITEM_20150317_000551	瓦尔塔斯(Valtas) 晨星 
ITEM_20150317_000552	神职者面对恶魔的基础武器. 
ITEM_20150317_000553	帝国锤 
ITEM_20150317_000554	旧时对朝圣者是很合理的价格, 但自巨植灾变好日子一去不复返了. 
ITEM_20150317_000555	Suncus Maul 
ITEM_20150317_000556	由僧侣提出的武器设计理念,现今它被神职人员广泛使用. 
ITEM_20150317_000557	矿工铁锤 
ITEM_20150317_000558	适当的改造,工作工具就能当武器. 没有必要同时带着一把武器和一把工具下深井. 
ITEM_20150317_000559	阿拉斯铁槌(Aras) 
ITEM_20150317_000560	由牧师,法师,炼金术师和铁匠共同打造.这把棒槌很容易附魔. 
ITEM_20150317_000561	铁匠之锤 
ITEM_20150317_000562	这把武器完全不在乎持有者的能力和信仰. 
ITEM_20150317_000563	克莱维斯之锤(Klavis) 
ITEM_20150317_000564	不要在意谁使用了它,你可能是第一位被历史铭记的人. 
ITEM_20150317_000565	迪奥之锤(Dio) 
ITEM_20150317_000566	多重之锤(Thresh) 
ITEM_20150317_000567	Sastas 锤 
ITEM_20150317_000568	诅咒之锤 
ITEM_20150317_000569	阿斯顿之锤(Aston) 
ITEM_20150317_000570	女神之锤(Devi) 
ITEM_20150317_000571	初级 锤 
ITEM_20150317_000572	神圣的粉碎者(Holy Smasher) 
ITEM_20150317_000573	正因神职人员坚信自己的信仰,武器的图纸经常在意外的地方被发现，真是讽刺啊. 
ITEM_20150317_000574	卡露儿之锤(Kaloo) 
ITEM_20150317_000575	自巨植灾变野兽丛生后,武器的锻造出现了新的可能性.   
ITEM_20150317_000576	迷踪(Drake Tail) 
ITEM_20150317_000577	据说在帝国建立之初就存在的武器.很难置信它的图纸能保存到现在. 
ITEM_20150317_000578	皇家之锤(Royal) 
ITEM_20150317_000579	这把武器是皇室允许神职人员佩戴的唯一武器. 但巨植灾变后这种限制变得毫无意义. 
ITEM_20150317_000580	乌比晨星(Vubbe) 
ITEM_20150317_000581	攻击时有 3% 的概率眩晕 3 秒. 
ITEM_20150317_000582	一些乌比人携带的实用武器. 
ITEM_20150317_000583	亡者之槌 
ITEM_20150317_000584	为逝者默哀方可无忧地使用这把武器. 
ITEM_20150317_000585	Chapparition 锤 
ITEM_20150317_000586	无论你面对何种野兽,你都能使用它造成伤痕. 
ITEM_20150317_000587	万人迷(Stunner) 
ITEM_20150317_000588	一些神职者更倾向于用方法迷惑目标而不是说教. 
ITEM_20150317_000589	瓦利亚(Valia) 
ITEM_20150317_000590	制作过程注入了女神的力量.强大的恶魔承受不了这把武器的光辉. 
ITEM_20150317_000591	剑鱼魔棒 
ITEM_20150317_000592	会造成内钩. 
ITEM_20150317_000593	木质盾 
ITEM_20150317_000594	虽然是木质的,但也达到了盾牌的最低要求. 
ITEM_20150317_000595	木质小圆盾 
ITEM_20150317_000596	让人称奇的是,圆盾边缘的铁质防护是新技术. 历史学家人物这种趋势发展于帝国初期阶段. 
ITEM_20150317_000597	木质凯特盾 
ITEM_20150317_000598	临时紧急检查了盾牌后, Peltasta大师将它精制为一个全新的,多用途的盾. 
ITEM_20150317_000599	凯特盾牌 
ITEM_20150317_000600	铁质的凯特盾牌在喜欢坚固而不是重量的骑兵手里更强大.  
ITEM_20150317_000601	圆盾 
ITEM_20150317_000602	随着战场技术的发展,盾牌的重量已经是次要考虑因素了.这款盾牌就深受这种理念的影响而设计制造的. 
ITEM_20150317_000603	钢制凯特盾牌 
ITEM_20150317_000604	目击了野兽们史无前例的力量后,为用更强材料制作的凯特盾提供了市场契机. 
ITEM_20150317_000605	钢制小圆盾 
ITEM_20150317_000606	这款轻量的,通用的和坚固的盾牌,是人们的普遍选择. 
ITEM_20150317_000607	机械盾牌 
ITEM_20150317_000608	许多贵族和其实使用这款盾牌,因为它很容易弹开强力的打击. 
ITEM_20150317_000609	粗糙的 木质小圆盾 
ITEM_20150317_000610	小的木质圆盾,非常不符合标准的缺陷装备,但有总好过没有. 
ITEM_20150317_000611	粗糙的 木质凯特盾牌 
ITEM_20150317_000612	传说第一个发明这种盾牌的人是Peltasta大师. 
ITEM_20150317_000613	笨重的 木质盾拍 
ITEM_20150317_000614	笨重的 木质小圆盾 
ITEM_20150317_000615	贝壳盾牌 
ITEM_20150317_000616	皮质盾牌(Pelta) 
ITEM_20150317_000617	费迪南盾牌(Fedimian) 
ITEM_20150317_000618	凯尔坎盾牌(Kalkan) 
ITEM_20150317_000619	骷髅盾牌 
ITEM_20150317_000620	骑士盾牌 
ITEM_20150317_000621	塔盾 
ITEM_20150317_000622	黑色的 木质盾拍 
ITEM_20150317_000623	成功地增强抗性的著名盾牌. 制造中被灌注了魔法. 
ITEM_20150317_000624	橡木盾牌 
ITEM_20150317_000625	由木材的神奇魔性制造的盾牌. 
ITEM_20150317_000626	野蛮人盾牌 
ITEM_20150317_000627	注入到盾牌的魔力是通过炼金术师制作的而不是女神Gabija的祝福. 
ITEM_20150317_000628	加利亚 凯特盾牌(Jalia) 
ITEM_20150317_000629	过去要用很多资源来锻造这种盾牌.但如今,可以很容易地打造出来. 
ITEM_20150317_000630	重型凯特盾牌 
ITEM_20150317_000631	坚实的盾牌能够保护持盾者抵挡意想不到的危险. 
ITEM_20150317_000632	念珠盾牌 
ITEM_20150317_000633	这种盾牌对抗光属性攻击异常出色. 
ITEM_20150317_000634	旋转盾牌 
ITEM_20150317_000635	据持盾者说,长时间使用它会变热. 
ITEM_20150317_000636	卢卡斯盾牌(Ludas) 
ITEM_20150317_000637	这种增加佩戴者体力的盾牌被人熟知. 
ITEM_20150317_000638	牛头怪盾牌(Minotaur) 
ITEM_20150317_000639	弥诺陶洛斯(牛头怪)如何能携带这种盾牌仍是个谜. 
ITEM_20150317_000640	迪奥盾牌(Dio) 
ITEM_20150317_000641	多重盾牌(Thresh) 
ITEM_20150317_000642	Sestas Shield 
ITEM_20150317_000643	诅咒盾牌 
ITEM_20150317_000644	阿斯顿盾牌(Aston) 
ITEM_20150317_000645	女神之盾(Devi) 
ITEM_20150317_000646	初级盾牌 
ITEM_20150317_000647	盾墙 
ITEM_20150317_000648	这种盾牌会限制你的移动,但致命的伤害会被抵消,不至于造成伤残. 
ITEM_20150317_000649	堡垒(Fortress) 
ITEM_20150317_000650	出色的盾牌,但人们更期望它有与众不同的外貌. 
ITEM_20150317_000651	甲虫之背(Beetleback) 
ITEM_20150317_000652	这种盾牌的图纸最近才被发现. 但巨植灾变后它不太可能被打造出来了. 
ITEM_20150317_000653	流星(Meteor) 
ITEM_20150317_000654	被击中时有 1% 的概率在5秒内恢复 200 HP 
ITEM_20150317_000655	贤者之墙(Sage Wall) 
ITEM_20150317_000656	有记载说Mayburn去世界探险之前,在大教堂就用的这种盾牌. 
ITEM_20150317_000657	炽天覆地之盾(Aias) 
ITEM_20150317_000658	传说Ruklyss从恶魔之王手中夺到图纸后,自己锻造并使用着它. 
ITEM_20150317_000659	皇家盾 
ITEM_20150317_000660	战斗中协助你的装备. 右键点击装备. 
ITEM_20150317_000661	帝王之盾 
ITEM_20150317_000662	实验盾 
ITEM_20150317_000663	抗高温型 佣兵盾牌(Jigglebone) 
ITEM_20150317_000664	抗高温型(Jigglebone) 西帕尔 
ITEM_20150317_000665	抗高温型(Jigglebone) 西帕尔 2 
ITEM_20150317_000666	短矛 
ITEM_20150317_000667	单手矛 [Stab] 
ITEM_20150317_000668	一把基本的,常见的军用矛. 
ITEM_20150317_000669	戟 
ITEM_20150317_000670	为高级军人和指挥官配备的矛. 
ITEM_20150317_000671	翼戟 
ITEM_20150317_000672	期初是为骑兵准备的,现在已经被军队各部广泛使用. 
ITEM_20150317_000673	贝矛 
ITEM_20150317_000674	戟的升级版本. 
ITEM_20150317_000675	阿斯塔(Asta) 
ITEM_20150317_000676	最近，越来越多的人表示不喜欢这把矛的外观. 
ITEM_20150317_000677	长的阿斯塔(Asta) 
ITEM_20150317_000678	原阿斯塔的更长版本. 
ITEM_20150317_000679	重型的 短矛 
ITEM_20150317_000680	重型的 戟 
ITEM_20150317_000681	笨重的 短矛 
ITEM_20150317_000682	笨重的 戟 
ITEM_20150317_000683	笨重的 阿斯塔(Asta) 
ITEM_20150317_000684	长的 贝矛 
ITEM_20150317_000685	柱枪(Alchupiz) 
ITEM_20150317_000686	螺旋柱枪(Gelti Alchupiz) 
ITEM_20150317_000687	翼矛 
ITEM_20150317_000688	破坏之矛 
ITEM_20150317_000689	旋风枪(Langdebeve) 
ITEM_20150317_000690	蝙蝠(Chauve-souris) 
ITEM_20150317_000691	蜥蜴锥枪(Sauroter) 
ITEM_20150317_000692	一把可远攻可近身的矛,可以使用盾牌来防御. 
ITEM_20150317_000693	缘起(Reason) 
ITEM_20150317_000694	蜥蜴锥枪的原型. 如果需要两端都可使用. 
ITEM_20150317_000695	土著长矛(Assegai) 
ITEM_20150317_000696	比一些其他的矛更重, 但重量的一部分由法术抵消了. 
ITEM_20150317_000697	查米尼斯至矛(Cheminis) 
ITEM_20150317_000698	没有那把武器是炼金术师不能锻造的,但这不意味着会比铁匠锻造的更好. 
ITEM_20150317_000699	豪华的贝矛(Grand) 
ITEM_20150317_000700	推荐给想要超越枪技更具进攻威力的人. 
ITEM_20150317_000701	机械矛(Zega) 
ITEM_20150317_000702	自从巨植灾变之后,使用野兽作为替代材料的武器图纸被发明. 
ITEM_20150317_000703	陀枪(Harl) 
ITEM_20150317_000704	这把矛的魔法能提高你的敏捷. 
ITEM_20150317_000705	这把魔法矛能帮你击中目标. 
ITEM_20150317_000706	统御之矛(Imperni) 
ITEM_20150317_000707	如果你想要一把定制的长矛,那这把矛这是一个不错的选择.然而昂贵的价格决定了他的质量. 
ITEM_20150317_000708	费迪南之矛(Fedimian) 
ITEM_20150317_000709	很长时间帝国的法令都不允许此把矛在费迪南勋爵领土之外销售. 
ITEM_20150317_000710	诅咒之矛 
ITEM_20150317_000711	阿斯顿之矛(Aston) 
ITEM_20150317_000712	女神之矛(Devi) 
ITEM_20150317_000713	初级矛 
ITEM_20150317_000714	秘银长矛 
ITEM_20150317_000715	它强大的对恶魔威力,大概来自炼金术师和魔法师的努力,而非它神圣的属性. 
ITEM_20150317_000716	格拉斯(Geras) 
ITEM_20150317_000717	人们猜测这把充满魔力的矛来自元素生物. 
ITEM_20150317_000718	毁灭之矛 
ITEM_20150317_000719	设计穿透目标护甲的强大长矛. 
ITEM_20150317_000720	费尔南斯(Firnas) 
ITEM_20150317_000721	原始图纸并不是重要问题.重要的是它对猖獗怪物的高效性. 
ITEM_20150317_000722	威龙长枪(Adatag) 
ITEM_20150317_000723	咋一看似乎是个危险的武器,可一旦你尝试后就会发现它非常安全. 
ITEM_20150317_000724	尾刺(Stinger) 
ITEM_20150317_000725	使用长矛的作战方式有很多,如切割,投掷和刺击. 而这把武器区别于其他武器的是它的穿刺能力. 
ITEM_20150317_000726	舞动(Brandish) 
ITEM_20150317_000727	喜欢这把枪的人经常说: 
ITEM_20150317_000728	这是一把独一无二的单手枪. 
ITEM_20150317_000729	长矛 
ITEM_20150317_000730	双手矛 [Stab] 
ITEM_20150317_000731	随着骑兵逐渐退出帝国的历史,长矛也变得更短更易操作. 
ITEM_20150317_000732	拥戴者(Partisan) 
ITEM_20150317_000733	最初常用于偏远地区的王国,后因内战现已广泛生产 
ITEM_20150317_000734	三叉戟 
ITEM_20150317_000735	当攻击巨兽时会三连击. 
ITEM_20150317_000736	如果你能熟练操作这三片刀刃,你就可以打出一系列华丽连续的攻击. 
ITEM_20150317_000737	皇家 拥戴者(Partisan) 
ITEM_20150317_000738	当拥护者的设计在贵族中流行起来后,他们开始尝试不同的样式. 
ITEM_20150317_000739	圆锥长矛 
ITEM_20150317_000740	虽然现代军队骑兵已经淡出舞台,但他们的武器仍在继续使用者. 
ITEM_20150317_000741	费迪南长矛(Fedimian) 
ITEM_20150317_000742	很长时间流传下来的法令说只有费迪南市有权打造这把武器. 
ITEM_20150317_000743	笨重的 长矛 
ITEM_20150317_000744	皇家 三叉戟 
ITEM_20150317_000745	战争之叉 
ITEM_20150317_000746	皇家 战争之叉 
ITEM_20150317_000747	梅迪娜长矛 
ITEM_20150317_000748	有时多领域的合作会得到好结果.这把精良的矛就是听取了Fletcher大师的意见. 
ITEM_20150317_000749	自由 拥戴者(Partisan) 
ITEM_20150317_000750	推荐给喜欢闪避敌人攻击并迅速敏捷地反击的人. 
ITEM_20150317_000751	Cheminis 长矛 
ITEM_20150317_000752	随着怪兽的复苏,人们重视了这把炼金术师精心制作的武器. 
ITEM_20150317_000753	吾口 拥戴者(Partisan) 
ITEM_20150317_000754	这把武器的杀敌效果非常好. 
ITEM_20150317_000755	加林 三叉戟(Galin) 
ITEM_20150317_000756	没几次攻击都感觉三重打击.不需要更多地描述它. 
ITEM_20150317_000757	统御长矛 
ITEM_20150317_000758	追求个性和时尚总会给自己带来高额的成本. 
ITEM_20150317_000759	松质圆锥长矛 
ITEM_20150317_000760	推荐对巨型敌人时使用. 
ITEM_20150317_000761	大长矛 
ITEM_20150317_000762	不考虑年龄,它的样式令人羡慕. 然而不确定它是否可以承受额外的加强改装. 
ITEM_20150317_000763	女神长矛(Devi) 
ITEM_20150317_000764	初级长矛 
ITEM_20150317_000765	崔希亚(Traxia) 
ITEM_20150317_000766	这把武器期初不是针对人类天敌的. 
ITEM_20150317_000767	女王荆棘之刺(Biteregina Thorns) 
ITEM_20150317_000768	'面对强劲对手如女王一样的尊贵, 灵活, 勇敢,' 是持有者对这把武器的赞扬. 
ITEM_20150317_000769	莱德卡(Lydeka) 
ITEM_20150317_000770	尽管Ruklyss的名称有问题,但没人否认他是一名伟大的战士. 这把矛是他内战期间私人订制的伟大武器. 
ITEM_20150317_000771	烈焰长矛 
ITEM_20150317_000772	虽然很不幸,创造者没有将Gabija女神的祝福注入给它, 但持有者能够承受住给长矛带给敌人的炽热烈焰.  
ITEM_20150317_000773	海神特里同(Triton) 
ITEM_20150317_000774	炼金术师精心打造的武器注定有些小瑕疵,但当与巨型怪兽战斗时,它能打出三倍的威力. 
ITEM_20150317_000775	木质魔杖 
ITEM_20150317_000776	魔杖 [Strike] 
ITEM_20150317_000777	魔杖的制作只是发掘了普通物品中的魔法属性. 
ITEM_20150317_000778	橡木魔杖 
ITEM_20150317_000779	自巨植灾变后,制作者们说很容易就能找到带有魔力的木质材料. 
ITEM_20150317_000780	罗卡斯魔杖(Rokas) 
ITEM_20150317_000781	这把魔杖以其来自的高原王国产地命名. 
ITEM_20150317_000782	骨质魔杖 
ITEM_20150317_000783	由骨头制作,但跟骨头的品质无关. 
ITEM_20150317_000784	萨满魔杖 
ITEM_20150317_000785	虽然经常被误解和恐惧,但就像'夜'是自然的一个周期，这把魔杖也是一样的. 
ITEM_20150317_000786	七夕魔杖(Altaria) 
ITEM_20150317_000787	这把魔杖是Agailla慌乱期无名的Bokor大师打造的. 
ITEM_20150317_000788	古老的魔杖 
ITEM_20150317_000789	先于剑制造的魔杖. 经历过了远古时代, 法杖中的魔力还在不断增长中. 
ITEM_20150317_000790	佐罗魔杖 
ITEM_20150317_000791	魔杖的起源是不是在恶魔的世界创造的一直存在争论. 
ITEM_20150317_000792	黑暗魔杖 
ITEM_20150317_000793	能够使用这把魔杖,意味着持有者要不接受了强大的心理训练,要不就是天生丽质. 
ITEM_20150317_000794	Cheminis 魔杖 
ITEM_20150317_000795	大多数炼金术师制作的装备都受到耐久度的困扰,但这种武器却没有这种情况. 
ITEM_20150317_000796	残酷魔杖 
ITEM_20150317_000797	亡灵巫师第一个提出了这把魔杖的概念,但现在它已经被许多职业使用. 
ITEM_20150317_000798	颅骨魔杖 
ITEM_20150317_000799	理论上结合了死者之灵的魔杖能够释放更强大的魔力. 
